TABLE data_migration
data_migration.id,data_migration.uuid,data_migration.modified_on,data_migration.created_on,data_migration.export_time,data_migration.import_time,data_migration.created_time,data_migration.source,data_migration.type
7,52d37c02-d80c-40ca-b8be-6283398f2b67,2017-07-02 17:02:51,2017-07-02 16:17:10,2017-07-02 16:17:10,<NULL>,2017-07-02 16:17:10,export,|DATA_MIGRATION|ALL|
8,8a7439ef-3abd-4255-8e9f-8481d0a1507e,2017-07-02 17:02:51,2017-07-02 16:58:41,2017-07-02 16:58:41,<NULL>,2017-07-02 16:58:41,export,|DATA_MIGRATION|ALL|
9,2c820648-d53d-41cc-a5c4-2df1da294d25,2017-07-02 17:13:33,2017-07-02 17:13:33,2017-07-02 17:13:33,<NULL>,2017-07-02 17:13:33,export,|DATA_MIGRATION|ALL|
10,b66b7d6a-3a15-457e-9a79-3ca5c116a256,2017-07-02 17:13:43,2017-07-02 17:13:43,2017-07-02 17:13:43,<NULL>,2017-07-02 17:13:43,export,|DATA_MIGRATION|ALL|
11,16ea91a6-80ba-45e7-88e2-bd2132448208,2017-07-02 17:14:36,2017-07-02 17:14:36,2017-07-02 17:14:36,<NULL>,2017-07-02 17:14:36,export,|DATA_MIGRATION|ALL|
12,133f9ea6-f139-4e95-a5d0-319f3e791d03,2017-07-02 17:18:58,2017-07-02 17:18:58,2017-07-02 17:18:58,<NULL>,2017-07-02 17:18:58,export,|DATA_MIGRATION|ALL|
13,1c0f54a4-1225-4f7f-bc53-9667e086529f,2017-07-02 17:25:59,2017-07-02 17:25:59,2017-07-02 17:25:59,<NULL>,2017-07-02 17:25:59,export,|DATA_MIGRATION|ALL|
14,abdda27c-b261-4053-b4ba-e84753ec9b64,2017-07-02 17:28:23,2017-07-02 17:28:23,2017-07-02 17:28:23,<NULL>,2017-07-02 17:28:23,export,|DATA_MIGRATION|ALL|
15,3051d8cc-0bc8-46e2-9ce0-96b90e02e253,2017-07-02 17:30:36,2017-07-02 17:30:36,2017-07-02 17:30:36,<NULL>,2017-07-02 17:30:36,export,|DATA_MIGRATION|ALL|
16,35d39408-1f8b-448f-a663-ebb4b17f499b,2017-07-02 17:36:48,2017-07-02 17:36:48,2017-07-02 17:36:48,<NULL>,2017-07-02 17:36:48,export,|DATA_MIGRATION|ALL|
17,891586ba-13a6-4f3a-b423-7c4caaf46fc5,2017-07-02 17:38:07,2017-07-02 17:38:07,2017-07-02 17:38:07,<NULL>,2017-07-02 17:38:07,export,|DATA_MIGRATION|ALL|
18,79c3ddae-278a-4a80-81a0-739a95947b05,2017-07-02 17:39:12,2017-07-02 17:39:12,2017-07-02 17:39:12,<NULL>,2017-07-02 17:39:12,export,|DATA_MIGRATION|ALL|


TABLE company_info
company_info.id,company_info.uuid,company_info.modified_on,company_info.created_on,company_info.name,company_info.ticker,company_info.exchange,company_info.country,company_info.description,company_info.data_migration_id
123,0e3f0812-b9e4-4bd6-bd3d-abf6dc922dcf,2017-07-02 17:02:51,2017-06-29 18:08:02,8a7439ef-3abd-4255-8e9f-8481d0a1507e,e1985ee6-92a7-4b42-9a72-33192241fcb3,2,True,sdf,<NULL>
124,d75ee20b-2ef1-4f30-95ea-08623768729e,2017-07-02 17:02:51,2017-06-29 18:08:02,8a7439ef-3abd-4255-8e9f-8481d0a1507e,7abd7ace-11d7-4161-a46b-212bfb710606,3,True,dsf,<NULL>
125,c06b21e1-07bc-4bac-abfc-d8e4fedfad87,2017-07-02 17:02:51,2017-06-29 18:17:51,8a7439ef-3abd-4255-8e9f-8481d0a1507e,f514e583-0a23-4502-b720-fa953ee744dc,1,True,hey,<NULL>
126,14084bd6-4eaf-4e67-aa9d-3a757d94ed21,2017-07-02 17:02:51,2017-06-29 18:17:51,8a7439ef-3abd-4255-8e9f-8481d0a1507e,f514e583-0a23-4502-b720-fa953ee744dc,2,True,hey,<NULL>
127,9501f567-da82-4297-a05a-fa16e1a290d9,2017-07-02 17:02:51,2017-06-29 18:17:51,8a7439ef-3abd-4255-8e9f-8481d0a1507e,f29ae9e6-474c-4803-b089-100ee08dfd79,3,True,hey,<NULL>
128,232a44f2-f27b-46d8-9578-283d65b5681e,2017-07-02 17:02:51,2017-06-29 18:55:44,8a7439ef-3abd-4255-8e9f-8481d0a1507e,837594fa-b72c-42a8-8c6b-63c545fe39a5,1,True,hey.com,<NULL>
130,c86380a3-1fa6-4def-951c-1547609b5896,2017-07-02 17:02:51,2017-06-29 20:22:18,8a7439ef-3abd-4255-8e9f-8481d0a1507e,9bf29c29-ebc8-4f1b-8587-d4ae8867ddc0,1,True,testing.com,<NULL>


TABLE data_sources
data_sources.id,data_sources.uuid,data_sources.modified_on,data_sources.created_on,data_sources.data_migration_id,data_sources.company_id,data_sources.sources
9,<NULL>,2017-07-02 16:58:41,<NULL>,8a7439ef-3abd-4255-8e9f-8481d0a1507e,e70c0f94-60c4-40a6-b885-de15bce8d4ed,hey whas up
10,260d8801-4709-4534-9c12-1d8564e8b29a,2017-07-02 16:58:41,2017-06-29 18:08:02,8a7439ef-3abd-4255-8e9f-8481d0a1507e,e1985ee6-92a7-4b42-9a72-33192241fcb3,sdf
11,a1f3963e-3581-4aa2-bf77-c429ee23f890,2017-07-02 16:58:41,2017-06-29 18:11:10,8a7439ef-3abd-4255-8e9f-8481d0a1507e,72a78d3f-b14c-4214-8c00-8b2194482389,
12,79e392ae-b894-4314-aca4-7247c7f8a4d7,2017-07-02 16:58:41,2017-06-29 18:16:56,8a7439ef-3abd-4255-8e9f-8481d0a1507e,ac1a1858-bf91-4c4c-8621-10607059e6e6,<NULL>
13,c3e794ce-a7b0-460b-bdb7-200a965ed936,2017-07-02 16:58:41,2017-06-29 18:17:51,8a7439ef-3abd-4255-8e9f-8481d0a1507e,f514e583-0a23-4502-b720-fa953ee744dc,<NULL>
14,b7272f7f-2890-4581-9c95-ad4465b2d343,2017-07-02 16:58:41,2017-06-29 18:46:07,8a7439ef-3abd-4255-8e9f-8481d0a1507e,8e61ec51-a2c8-41fe-8665-9fda396e8f7b,<NULL>
15,f382968e-b44d-401a-b8a7-441296d97e69,2017-07-02 16:58:41,2017-06-29 20:17:17,8a7439ef-3abd-4255-8e9f-8481d0a1507e,9bf29c29-ebc8-4f1b-8587-d4ae8867ddc0,hello
16,4c6bedcb-08e8-4ac7-9d0e-fda5e4828547,2017-07-02 16:58:41,2017-07-02 16:50:10,2c820648-d53d-41cc-a5c4-2df1da294d25,d6379dcd-fc5b-400d-91ec-2fc1006e67d1,Sources


END
